Date,Title,Source,Keyword
2022-11-20,Turkey Kurdish strikes: A population living in fear - BBC,BBC News,currency crisis Turkey
2023-02-10,Turkey earthquake failures leave Erdogan looking vulnerable - BBC,BBC News,currency crisis Turkey
2022-12-14,Turkey profile - Timeline - BBC,BBC News,currency crisis Turkey
2020-01-02,Turkey risks falling deeper into Libya conflict as it deploys troops - BBC,BBC News,currency crisis Turkey
2023-05-25,Turkish elections: Erdogan and Kilicdaroglu offer stark choices for presidency - BBC,BBC News,currency crisis Turkey
2023-06-13,Afghan migrants kidnapped and tortured on Iran-Turkey border - BBC,BBC News,currency crisis Turkey
2024-12-22,Kent turkey farmer fears for industry's future - BBC,BBC News,currency crisis Turkey
2024-07-05,Turkey's stray dogs face euthanasia under possible government bill - BBC,BBC News,currency crisis Turkey
2023-05-29,Turkish election victory for Erdogan leaves nation divided - BBC,BBC News,currency crisis Turkey
2023-04-07,Cyprus country profile - BBC,BBC News,currency crisis Turkey
2023-05-02,Why has the Syrian war lasted 12 years? - BBC,BBC News,currency crisis Turkey
2020-02-14,Reshuffle: Mordaunt back as Boris Johnson reshuffles non-cabinet ministers - BBC,BBC News,cabinet reshuffle
2021-09-17,Reshuffle: Boris Johnson's new cabinet meets for first time - BBC,BBC News,cabinet reshuffle
2019-03-31,Algeria protests: Bouteflika appoints new government - BBC,BBC News,cabinet reshuffle
2021-09-15,Nadhim Zahawi announced as education secretary - BBC,BBC News,cabinet reshuffle
2023-11-13,What was the strategy behind Rishi Sunak’s reshuffle? - BBC,BBC News,cabinet reshuffle
2022-10-25,Jeremy Hunt remains chancellor amid big cabinet reshuffle - BBC,BBC News,cabinet reshuffle
2020-02-14,Reshuffle 2020: Who is in Boris Johnson's new cabinet? - BBC,BBC News,cabinet reshuffle
2020-02-13,Sterling rallies after chancellor reshuffle - BBC,BBC News,cabinet reshuffle
2021-05-13,Wales election: New health and education ministers in reshuffle - BBC,BBC News,cabinet reshuffle
2024-03-26,Ministers Robert Halfon and James Heappey quit government in mini-reshuffle - BBC,BBC News,cabinet reshuffle
2024-07-11,William Ruto: Kenyan President fires ministers over anti-tax protests - BBC,BBC News,cabinet reshuffle
2021-07-07,Narendra Modi: India PM announces his biggest cabinet reshuffle - BBC,BBC News,cabinet reshuffle
2024-09-05,Ukraine names new foreign minister as Zelensky overhauls cabinet - BBC,BBC News,cabinet reshuffle
2021-05-09,Elections 2021: Labour reshuffle delay leaves questions over Sir Keir Starmer's team - BBC,BBC News,cabinet reshuffle
2024-09-04,Ukraine's foreign minister resigns as government reshuffle expected - BBC,BBC News,cabinet reshuffle
2023-10-05,Kenya's Foreign Minister Alfred Mutua demoted in Ruto cabinet reshuffle - BBC,BBC News,cabinet reshuffle
2023-11-13,David Cameron vows to support Rishi Sunak after surprise cabinet comeback - BBC,BBC News,cabinet reshuffle
2022-04-04,Sri Lanka: Reshuffle begins after cabinet quits over protests - BBC,BBC News,cabinet reshuffle
2019-10-28,Chile's Piñera moves eight ministers after protests - BBC,BBC News,cabinet reshuffle
2021-03-28,Australia PM shifts rape-accused minister in cabinet reshuffle - BBC,BBC News,cabinet reshuffle
2021-12-07,Dominic Raab: PM says cabinet reshuffle nothing to do with Afghanistan - BBC,BBC News,cabinet reshuffle
2021-01-12,Canada's Justin Trudeau reshuffles top Cabinet officials - BBC,BBC News,cabinet reshuffle
2022-10-25,Rishi Sunak aims to bring factions together in cabinet reshuffle - BBC,BBC News,cabinet reshuffle
2022-02-08,Jacob Rees-Mogg made Brexit opportunities minister as PM reshuffles team - BBC,BBC News,cabinet reshuffle
2023-11-14,Rishi Sunak’s reshuffle: Who is in the prime minister’s cabinet? - BBC,BBC News,cabinet reshuffle
2023-09-06,Chris Bryant joins Labour frontbench as reshuffle continues - BBC,BBC News,cabinet reshuffle
2023-12-31,Tension at the top - a year in Jersey politics - BBC,BBC News,cabinet reshuffle
2023-07-26,Canada's Prime Minister Trudeau shuffles cabinet in major overhaul - BBC,BBC News,cabinet reshuffle
2023-09-04,Angela Rayner handed new role as Keir Starmer reshuffles top team - BBC,BBC News,cabinet reshuffle
2024-07-22,Tanzania's information minister Nape Nnauye sacked in cabinet reshuffle - BBC,BBC News,cabinet reshuffle
2024-12-20,Kenya cabinet reshuffle: President William Ruto reaches out to Uhuru Kenyatta - BBC,BBC News,cabinet reshuffle
2022-07-08,Cabinet changes: Who is in Boris Johnson's top team? - BBC,BBC News,cabinet reshuffle
2021-09-15,Reshuffle: Boris Johnson fires Gavin Williamson as he rings cabinet changes - BBC,BBC News,cabinet reshuffle
2020-02-17,Cabinet reshuffles - BBC,BBC News,cabinet reshuffle
2024-09-11,Welsh government reshuffle: Miles back as minister after ousting Gething - BBC,BBC News,cabinet reshuffle
2024-01-08,French PM Élisabeth Borne resigns ahead of expected reshuffle - BBC,BBC News,cabinet reshuffle
2023-07-15,Ben Wallace to quit as defence secretary at next cabinet reshuffle - BBC,BBC News,cabinet reshuffle
2021-05-25,Mali's coup leader Assimi Goïta seizes power again - BBC,BBC News,cabinet reshuffle
2021-05-19,Nicola Sturgeon appoints new health and education secretaries - BBC,BBC News,cabinet reshuffle
2024-07-17,Vaughan Gething: Jeremy Miles likely to bid to be Wales first minister - BBC,BBC News,cabinet reshuffle
2024-11-25,Isle of Man government cabinet shake-up sees three new ministers - BBC,BBC News,cabinet reshuffle
2024-05-31,The cabinet: What is it and what does it do? - BBC,BBC News,cabinet reshuffle
2019-07-25,Prime Minister Boris Johnson: Does his cabinet reflect 'modern Britain'? - BBC,BBC News,cabinet reshuffle
2024-05-13,Why has Putin removed ally Sergei Shoigu as Russia's defence minister? - BBC,BBC News,cabinet reshuffle
2020-02-13,Alok Sharma to be president of UN climate conference - BBC,BBC News,cabinet reshuffle
2024-03-22,Muhoozi Kainerugaba: Ugandan president promotes his son to military chief - BBC,BBC News,cabinet reshuffle
2020-02-19,Julian Smith: Boris Johnson approved Stormont agreement - BBC,BBC News,cabinet reshuffle
2022-03-03,Former education secretary Gavin Williamson to get knighthood - BBC,BBC News,cabinet reshuffle
2023-12-21,Japan: Corruption scandal threatens PM Kishida's government - BBC,BBC News,cabinet reshuffle
2023-11-13,Watch: Reporter shocked on-air by Cameron's return - BBC,BBC News,cabinet reshuffle
2024-11-02,James Cleverly rules out frontbench role under new Tory leader - BBC,BBC News,cabinet reshuffle
2022-10-03,Capt Ibrahim Traoré: Burkina Faso's new military ruler - BBC,BBC News,coup attempt Turkey
2022-10-04,Burkina Faso coup: Who is new leader Ibrahim Traoré? - BBC,BBC News,coup attempt Turkey
2021-04-07,Turkey coup: Top officers given life terms in mass trial - BBC,BBC News,coup attempt Turkey
2024-10-21,Fethullah Gulen: Turkish cleric accused of planning 2016 attempted coup dies - BBC,BBC News,coup attempt Turkey
2020-11-26,Turkey court jails hundreds for life for 2016 coup plot against Erdogan - BBC,BBC News,coup attempt Turkey
